issue_id,type,created_date,created_date_zoned,updated_date,updated_date_zoned,resolved_date,resolved_date_zoned,summary,description,priority,status,resolution,assignee,assignee_username,reporter,reporter_username
MRM-220,Bug,2006-11-04T22:19:41.726Z,2006-11-04T22:19:41.726Z,2016-03-15T06:02:33.254Z,2016-03-15T06:02:33.254Z,2016-03-15T06:02:33.234Z,2016-03-15T06:02:33.234Z,Guard against null groupIds in metadata during conversion of legacy repositories,,Major,Closed,Won't Fix,,,Jason van Zyl,jvanzyl
MRM-239,Bug,2006-11-27T01:30:40.757Z,2006-11-27T01:30:40.757Z,2007-05-25T14:02:57.236Z,2007-05-25T14:02:57.236Z,2007-05-25T14:02:57.238Z,2007-05-25T14:02:57.238Z,OutOfMemory error when running Arhiva for days at a time,"I have been running Archiva as it existed in snapshot 20 November 2006.

When running in Tomcat with the standard memory setting it fails after a few days.

Increasing -Xmx=128m increases the time but it still gets and OutOfMemory error after a few days. 

This is with no activity. I came back today after the weekend and hit refresh on a Pom page and it gave the OOM. It seems to be time dependent. At home I have been running it on Mac OS X. I saw an OutOfMemory error after a week. I did even go to a page to check it. The running console had it.

To reproduce simply run up archiva and leave it running.

We are working around with a nightly restart.",Major,Closed,Fixed,Joakim Erdfelt,joakime,Greg Luck,gregrluck
MRM-288,Bug,2007-02-23T04:53:29.153Z,2007-02-23T04:53:29.153Z,2015-04-05T21:12:45.847Z,2015-04-05T21:12:45.847Z,2007-05-25T14:02:04.422Z,2007-05-25T14:02:04.422Z,"Error on startup: NPE, configuration can not be null","2007-02-23 18:11:34.480::WARN:  Failed startup of context org.mortbay.jetty.webapp.WebAppContext@92af24{/,/home/lecarma/workspace/mergere/OSS/apache/archiva/trunk/archiva-webapp/src/main/webapp}
java.lang.NullPointerException: configuration can not be null
        at org.codehaus.plexus.registry.commons.CommonsConfigurationRegistry.<init>(CommonsConfigurationRegistry.java:89)
        at org.codehaus.plexus.registry.commons.CommonsConfigurationRegistry.getSection(CommonsConfigurationRegistry.java:422)
        at org.apache.maven.archiva.configuration.DefaultArchivaConfiguration.addChangeListener(DefaultArchivaConfiguration.java:86)
        at org.apache.maven.archiva.scheduler.DefaultRepositoryTaskScheduler.start(DefaultRepositoryTaskScheduler.java:91)
        at org.codehaus.plexus.personality.plexus.lifecycle.phase.StartPhase.execute(StartPhase.java:33)
        at org.codehaus.plexus.lifecycle.AbstractLifecycleHandler.start(AbstractLifecycleHandler.java:130)
        at org.codehaus.plexus.component.manager.AbstractComponentManager.startComponentLifecycle(AbstractComponentManager.java:143)
        at org.codehaus.plexus.component.manager.AbstractComponentManager.createComponentInstance(AbstractComponentManager.java:133)
        at org.codehaus.plexus.component.manager.ClassicSingletonComponentManager.getComponent(ClassicSingletonComponentManager.java:87)
        at org.codehaus.plexus.DefaultComponentLookupManager.lookup(DefaultComponentLookupManager.java:101)
        at org.codehaus.plexus.DefaultPlexusContainer.lookup(DefaultPlexusContainer.java:313)
        at org.codehaus.plexus.DefaultPlexusContainer.lookup(DefaultPlexusContainer.java:291)
        at org.codehaus.plexus.container.initialization.StartLoadOnStartComponentsPhase.execute(StartLoadOnStartComponentsPhase.java:54)
        at org.codehaus.plexus.DefaultPlexusContainer.initializePhases(DefaultPlexusContainer.java:928)
        at org.codehaus.plexus.DefaultPlexusContainer.initialize(DefaultPlexusContainer.java:876)
        at org.codehaus.plexus.DefaultPlexusContainer.construct(DefaultPlexusContainer.java:853)
        at org.codehaus.plexus.DefaultPlexusContainer.<init>(DefaultPlexusContainer.java:222)
        at org.codehaus.plexus.DefaultPlexusContainer.<init>(DefaultPlexusContainer.java:236)
        at org.codehaus.plexus.xwork.PlexusLifecycleListener.contextInitialized(PlexusLifecycleListener.java:76)
        at org.mortbay.jetty.handler.ContextHandler.startContext(ContextHandler.java:511)
        at org.mortbay.jetty.servlet.Context.startContext(Context.java:135)
        at org.mortbay.jetty.webapp.WebAppContext.startContext(WebAppContext.java:1191)
        at org.mortbay.jetty.handler.ContextHandler.doStart(ContextHandler.java:481)
        at org.mortbay.jetty.webapp.WebAppContext.doStart(WebAppContext.java:434)
        at org.mortbay.component.AbstractLifeCycle.start(AbstractLifeCycle.java:40)
        at org.mortbay.jetty.plugin.Jetty6PluginWebApplication.start(Jetty6PluginWebApplication.java:147)
        at org.mortbay.jetty.plugin.AbstractJettyRunMojo$1.changesDetected(AbstractJettyRunMojo.java:372)
        at org.mortbay.jetty.plugin.util.Scanner.run(Scanner.java:159)


This causes a 404",Major,Closed,Cannot Reproduce,Joakim Erdfelt,joakime,Lester T. Ecarma,lecarma
MRM-235,Improvement,2006-11-23T10:24:29.707Z,2006-11-23T10:24:29.707Z,2015-04-05T14:27:42.737Z,2015-04-05T14:27:42.737Z,2006-12-26T20:25:05.066Z,2006-12-26T20:25:05.066Z,"Change button text to ""Update Repository"" on the edit repository page","On Administration -> Edit Repository, the submit button text is ""Change Repository"".

It should be ""Update Repository"" for consistency with ""Update User"" in user management, and to avoid confusion.

",Major,Closed,Fixed,Brett Porter,brettporter,Wendy Smoak,wsmoak
MRM-215,Bug,2006-11-01T13:41:02.379Z,2006-11-01T13:41:02.379Z,2007-06-02T07:11:14.582Z,2007-06-02T07:11:14.582Z,2006-11-02T05:09:31.79Z,2006-11-02T05:09:31.79Z,Fails to build from clean checkout,"$ svn co $ra/maven/archiva/trunk archiva-trunk
$ cd archiva-trunk/
$ mvn install
[INFO] Scanning for projects...
[INFO] ------------------------------------------------------------------------
[ERROR] FATAL ERROR
[INFO] ------------------------------------------------------------------------
[INFO] Error building POM (may not be this project's POM).


Project ID: org.apache.maven.archiva:archiva-plexus-application
POM Location: /home/maxb/work/proving/archiva-trunk/archiva-plexus-application/pom.xml
Validation Messages:

    [0]  'dependencies.dependency.version' is missing for org.apache.maven.archiva:archiva-webapp


Reason: Failed to validate POM
......



This patch made the build work for me:
--- archiva-plexus-application/pom.xml  (revision 470042)
+++ archiva-plexus-application/pom.xml  (working copy)
@@ -49,6 +49,7 @@
     <dependency>
       <groupId>org.apache.maven.archiva</groupId>
       <artifactId>archiva-webapp</artifactId>
+      <type>war</type>
     </dependency>
   </dependencies>
   <!-- For filtering -->
",Major,Closed,Fixed,,,Max Bowsher,maxb
MRM-296,Bug,2007-03-02T03:28:00.112Z,2007-03-02T03:28:00.112Z,2007-05-25T14:20:28.752Z,2007-05-25T14:20:28.752Z,2007-03-02T06:40:45.63Z,2007-03-02T06:40:45.63Z,Error 404 after logging in from archiva when prompted,"I've gotten a 404 after being unexpectedly prompted to log in while doing something in Archiva.

After logging in, the url is: http://localhost:8080/archiva/security/index!input.action?externalResult=security-login-success

And the the result is:
HTTP ERROR: 404
There is no Action mapped for namespace /security and action name index. Check if there is such an action name with such namespace defined in the xwork.xml and also if such an action class exists. Check also the log to see if the action class is successfully loaded.
RequestURI=/archiva/security/index!input.action

At this point I am logged in, if I use the browser back button and choose another link, everything is fine.
",Major,Closed,Fixed,Emmanuel Venisse,evenisse,Henry S. Isidro,hisidro
MRM-259,New Feature,2006-12-19T21:47:51.846Z,2006-12-19T21:47:51.846Z,2010-11-26T01:13:16.441Z,2010-11-26T01:13:16.441Z,,,add system monitoring functionality,"some ideas for things we'd like to know
- uptime (possibly persisted so as to calculate average uptime)
- duration of each discovery run to calculate the average time (possibly trending over time)
- duration of each indexing run (as above)
- duration of each reporting run (as above)
- frequency of certain requests
- analysis of any other services",Major,Open,,,,Brett Porter,brettporter
MRM-222,Bug,2006-11-16T00:35:34.49Z,2006-11-16T00:35:34.49Z,2007-05-22T14:05:33.618Z,2007-05-22T14:05:33.618Z,2007-05-22T14:05:33.624Z,2007-05-22T14:05:33.624Z,dav:http repository access  with dot in url is not working,"tests done on daily build of 20061115

If I try to access an artifact in the archiva repository and have a 'dot' in the url the artefact is not found 

-> ../repository/3p_release/net.sf.ehcache/ehcache/1.2/ehcache-1.2.jar

this works with the proxy access

-> ../proxy/maven_release/net.sf.ehcache/ehcache/1.2/ehcache-1.2.jar

this can have an impact on the download button in the webapp",Major,Closed,Cannot Reproduce,Joakim Erdfelt,joakime,Daniel Mohni,daniel@mohni.net
MRM-254,Improvement,2006-12-19T12:56:14.469Z,2006-12-19T12:56:14.469Z,2008-07-31T07:27:52.834Z,2008-07-31T07:27:52.834Z,2007-06-21T09:50:23.56Z,2007-06-21T09:50:23.56Z,connecting proxied repositories without http-proxy fails,"If one configures Archiva to proxy another inhouse repository, Archiva struggles to connect to the proxied repository. The log file contains 503 HTTP Error Codes for any attempt to connect to the second repo. This is because Archiva tries to connect to the second server via http-proxy-connection (even though the proxied repository is configured not to connect through http-proxy).

First thing, the ""Use HTTP Proxy"" option doesn't work properly since Archiva *does* open proxy-connections even with that option inactive.

Second: I figured out, that there's a hidden option for HTTP-Proxy, only configurable in Archiva's archiva.xml file. If the proxy-element contains a ""nonProxyHosts""-element (same as in maven settings.xml) and that element lists the second server, all 503 return codes vanish.


Conclusion: either the ""Use HTTP proxy""-option is screwed or serves a different purpose. If first, please fix that issue. If second, please make ""nonProxyHosts"" configurable via UI.


Cheers,
Stefan",Critical,Closed,Cannot Reproduce,Fabrice Bellingard,fabemn,Stefan Hübner,stefanhuebner
MRM-266,Improvement,2007-01-09T23:59:52.993Z,2007-01-09T23:59:52.993Z,2007-05-25T14:20:44.464Z,2007-05-25T14:20:44.464Z,2007-01-11T04:50:55.259Z,2007-01-11T04:50:55.259Z,"Changed the location of the ""Run Now"" link in the Configuration page.","If your window is not wide, you have to scroll right and may not even notice that Run Now is there. Link is now under ""Last Indexing Time"".",Minor,Closed,Fixed,Emmanuel Venisse,evenisse,Dawn Angelito,dangelito
MRM-283,Improvement,2007-02-16T11:01:02.083Z,2007-02-16T11:01:02.083Z,2007-05-25T14:20:35.602Z,2007-05-25T14:20:35.602Z,2007-02-17T23:20:11.784Z,2007-02-17T23:20:11.784Z,Document Plexus Security configuration of Archiva,An 8 character password is far too short for good security. Can we improve this to a 16 character password?,Major,Closed,Fixed,Wendy Smoak,wsmoak,Robert Simmons,kraythe
MRM-250,Bug,2006-12-15T01:39:37.177Z,2006-12-15T01:39:37.177Z,2007-06-02T07:11:15.806Z,2007-06-02T07:11:15.806Z,2006-12-15T03:49:29.18Z,2006-12-15T03:49:29.18Z,The log files are saved in ./WEB-INF/logs instead of ./logs,,Major,Closed,Fixed,Edwin Punzalan,elpunzalan,Edwin Punzalan,elpunzalan
MRM-280,Bug,2007-02-14T17:00:23.915Z,2007-02-14T17:00:23.915Z,2007-05-25T14:20:25.222Z,2007-05-25T14:20:25.222Z,2007-02-27T05:17:41.467Z,2007-02-27T05:17:41.467Z,Spaces after hostname in Repository browsing and POM snippets,The web app is adding two spaces after the host name in the POM snippets and in the browsing of the repository configurations. This seems to be an issue in the JSPs themselves. The repositories still work but anyone copying the snippet would be massively confused.,Minor,Closed,Fixed,Emmanuel Venisse,evenisse,Robert Simmons,kraythe
MRM-264,Improvement,2007-01-01T13:04:55.799Z,2007-01-01T13:04:55.799Z,2007-05-25T14:20:25.905Z,2007-05-25T14:20:25.905Z,2007-01-18T15:02:54.005Z,2007-01-18T15:02:54.005Z,Update archiva to latest plexus appserver ( + container etc),"The attached patch updates plexus-appserver  and all related dependencies. Tested and working here through the archiva-plexus-runtime.
I also altered the context path in archiva-plexus-application from '/' to '/archiva' to be in-line with continuum.",Major,Closed,Fixed,Joakim Erdfelt,joakime,Andrew Williams,handyande
MRM-246,Bug,2006-12-06T21:57:34.626Z,2006-12-06T21:57:34.626Z,2007-06-02T07:11:17.449Z,2007-06-02T07:11:17.449Z,2006-12-07T00:01:26.271Z,2006-12-07T00:01:26.271Z,No message displayed for unsuccessful Archiva login attempts (intermittent),"Steps to re-produce the problem:
1. Opened Archiva main page 
2. Clicked 'Login' link
3. Entered User Name & INCORRECT Password & clicked 'Login' button

It displays message 'You have entered an incorrect username and/or password' for the first few invalid attemps. After 3 invalid attempts, there is no authentication error message displayed. It just displays back the main Archiva page.",Major,Closed,Fixed,Maria Odea Ching,oching,Maria Odea Ching,oching
MRM-276,Bug,2007-02-09T05:53:25.664Z,2007-02-09T05:53:25.664Z,2007-06-02T07:11:18.068Z,2007-06-02T07:11:18.068Z,2007-02-26T11:06:32.694Z,2007-02-26T11:06:32.694Z,HTTP error 500 when artifact is not found,"HTTP 500 error cause unexpected behaviour with Maven, for exemple it doesnt search dependencies in all managed repositories.
Archiva should return HTTP 404 error intead of HTTP 500 error.
The patch catch all ResourceDoesNotExistException in the ProxiedDavServer class.
",Major,Closed,Fixed,Joakim Erdfelt,joakime,Antoine Véret,averet
MRM-230,Task,2006-11-20T01:38:58.194Z,2006-11-20T01:38:58.194Z,2007-05-25T14:20:37.99Z,2007-05-25T14:20:37.99Z,2006-11-24T07:37:02.742Z,2006-11-24T07:37:02.742Z,A standard error message should display anytime an incorrect User ID or password is entered,"The error message should be:
""You have entered an incorrect username and/or password""",Major,Closed,Fixed,Maria Odea Ching,oching,Maria Odea Ching,oching
MRM-241,Bug,2006-11-27T17:42:46.924Z,2006-11-27T17:42:46.924Z,2007-05-25T14:20:42.245Z,2007-05-25T14:20:42.245Z,2006-12-15T19:33:26.597Z,2006-12-15T19:33:26.597Z,"Unable to edit or delete users, links are missing the username","On the User Management page, all of the 'edit' and 'delete' links are missing the username param value, for example:

   http://localhost:9091/security/useredit.action?username=

",Major,Closed,Fixed,,,Wendy Smoak,wsmoak
MRM-218,New Feature,2006-11-04T04:17:07.511Z,2006-11-04T04:17:07.511Z,2016-03-15T06:01:26.746Z,2016-03-15T06:01:26.746Z,2016-03-15T06:01:26.724Z,2016-03-15T06:01:26.724Z,When converting legacy repositories create the checksums for for metadata files,,Major,Closed,Won't Fix,,,Jason van Zyl,jvanzyl
MRM-260,Bug,2006-12-21T02:38:33.234Z,2006-12-21T02:38:33.234Z,2007-06-02T07:11:17.959Z,2007-06-02T07:11:17.959Z,2006-12-22T01:29:32.229Z,2006-12-22T01:29:32.229Z,User with Repository Manager role in a repo can see all repos,"A user with ""Repository Manager"" role in one of the repositories can see all repos in the ""Manage repositories"" page

Also it's able to change global index schedule configuration",Major,Closed,Fixed,Maria Odea Ching,oching,Maria Odea Ching,oching
MRM-245,Bug,2006-12-05T02:44:33.889Z,2006-12-05T02:44:33.889Z,2007-05-25T14:20:38.527Z,2007-05-25T14:20:38.527Z,2006-12-05T10:40:39.212Z,2006-12-05T10:40:39.212Z,"If a user only has ""repository manager"" role, without System Administrator role, that user cannot see the repository in the Artifact Repository window",,Major,Closed,Fixed,Jesse McConnell,jesse,Maria Odea Ching,oching
